Feature_Index,Inter_User_Variance,Intra_User_Variance,Variance_Ratio
1,0.00016047932748987893,10703.682805282111,1.4992907619673178e-08
2,6.511433144205139e-08,0.00042846527474185784,0.00015197108209359913
3,0.00016190538906370804,10702.898203146515,1.5127247404456293e-08
4,0.00016190538906384869,10703.711751834868,1.5126097639549597e-08
5,0.00016190538906380738,10703.60073544378,1.512625452551455e-08
6,7.183822032781473e-07,0.1835346799008633,3.914149650987939e-06
7,8.257890835654901e-07,0.031525920038344944,2.619397253311192e-05
8,3.7779655612121386e-07,0.11026056140213907,3.426397900726493e-06
9,31.36394405357874,1468611919.1676888,2.1356182422483492e-08
10,0.0,0.0,0.0
11,0.0038222771586250122,0.0027327185000690962,1.3987087065602866
12,0.002338391986246192,0.0009914834063370682,2.3584781866245614
13,0.005949116212043475,0.009977420946028989,0.596257915169072
14,0.01859150470875792,0.008439984783351603,2.202788889552363
15,0.004370466928786929,0.0027469830659919057,1.591006141571827
16,0.00929839394343207,0.004314320541157681,2.1552394762344176
17,0.07502439702577697,0.07240717172301833,1.0361459402498194
18,0.32450684177729233,0.37289209590532024,0.8702432830855357
19,0.019550503525193635,0.011370196176842085,1.7194517333845614
20,10.174046676883659,9.614074005339974,1.0582450968478772
21,0.07162361987417763,0.0012005086942227991,59.661058865172365
22,0.0037453404526701832,0.0018607056515153573,2.0128602552585257
23,0.10145831899604038,0.016177798179552543,6.271454116931417
24,0.10251310174121027,0.01183165124890664,8.664310634636351
25,0.06765662005338166,0.0016474963854319884,41.066323818149975
26,0.0065227969906249544,0.003510988466997178,1.8578235308769522
27,0.0973386826709228,0.12421870887409077,0.7836072645835193
28,0.07133332689316277,0.5301834686731517,0.13454460787259748
29,0.002788562196630992,0.0013569660051849647,2.0549978304363563
30,4.533900605835658,6.2036227415859475,0.7308472475998069
31,0.020529224284054716,0.0018901901566997538,10.860930690644619
32,0.0006737731253600873,0.0006460774000743975,1.0428675036187622
33,0.028663647041930473,0.010680569649465472,2.6837189384711326
34,0.017043146256486022,0.010329462305817903,1.6499548332623997
35,0.020975208160315072,0.002160007090689919,9.710712641047612
36,0.001972148187634986,0.00156919205103969,1.2567921092439336
37,0.017766768591693762,0.12411007479181999,0.14315331468049972
38,0.07767581418026195,1.1757305979441484,0.06606599702013696
39,0.0022704282559979907,0.00043853158935112355,5.177342547562985
40,5.768771446702028,6.3852480214556815,0.9034529946711277
41,7.799856083435033,209.4474821070773,0.037240152065649845
42,108.43299895035253,120.76972765264948,0.8978491635107508
43,640.9394301211534,1150.7068053327807,0.5569962975371434
44,482.5149177589272,1847.9290867502764,0.2611111655845335
45,16.43882514045765,195.58810052750434,0.08404818644959415
46,199.7560350889082,292.420368453006,0.6831125894057218
47,0.019986111024391726,0.19427717479273104,0.10287421075437378
48,0.06595271114965573,0.6565027043702851,0.1004606846409221
49,1444195.2886341442,3268884.104019109,0.4418007009971687
50,5.291818345086866,8.65447133056357,0.611454835652251
51,5.307001970407078,36.196635726526786,0.14661589023086555
52,252.6223999591554,66.7486475992251,3.7846819230849578
53,1329.232776800615,326.9544970888189,4.065497763866272
54,910.3085223414073,396.30706714985774,2.296977767487521
55,5.55823872177656,129.47028419707402,0.04293061343185167
56,651.7803848372429,272.774161200493,2.3894506062037704
57,0.08051753468432025,0.1239787362552699,0.6494463253645057
58,0.13209833266234455,0.29877693181141357,0.44213029386661057
59,2157722.7368378355,631597.2142303044,3.416295525412257
60,4.380366285125897,3.835372840363501,1.1420966011509701
61,1.4618186783311409,91.61836173210895,0.01595552082240329
62,417.14973017811644,525.9096543532611,0.7931965628033726
63,1391.531121329737,1258.3826205972414,1.1058092336568524
64,831.3273920097008,1006.1800068768404,0.8262213384562489
65,93.2963410011518,472.58410997806396,0.19741743116475574
66,2047.1200559258887,2681.0239609408477,0.7635590303368628
67,0.058697062980129465,0.05792333347280271,1.0133578207768386
68,0.07871204240198632,0.15903075989554133,0.4949485398528434
69,26044446.398619864,29369211.03328926,0.8867942134740746
70,1.0697060918810837,1.6499577950455575,0.6483233056585836
71,0.00316792486165169,0.0031567100730900354,1.0035526824770058
72,0.0019706236431041254,0.0010065067759391136,1.9578841297570497
73,0.0036396450522482573,0.007710728950348571,0.4720234721885437
74,0.013284445750515872,0.011394931749920302,1.165820563217396
75,0.0053618596660258665,0.003662356117725696,1.464046502762149
76,0.009016306070609244,0.0043691810078412135,2.0636146807440574
77,0.08151017027272384,0.07944940497385286,1.025938083482805
78,0.39864523193266976,0.9782454387195427,0.40751044283372223
79,0.020778756147557587,0.017245633287009676,1.2048705780615923
80,6.221883149148116,7.438741454245042,0.836416104447009
81,343.27377340753566,433.7833645895619,0.7913484043638583
82,55.66320984088916,93.15824401558623,0.5975124416425903
83,34.428600945063046,74.32334991810794,0.46322724935027393
84,1191.0754597513992,1833.5730621882594,0.6495925819993899
85,474.6658347023464,593.9818887154772,0.7991250974484101
86,108.61732834057588,271.7924517842682,0.3996333512116425
87,0.08497169507020383,0.14129501322516827,0.6013778769020858
88,0.06928179502414977,0.5930216603758703,0.11682843925167494
89,27502068.657954015,35662072.60254459,0.7711853700839492
90,3.8287222674536947,4.775668095449049,0.8017144807660017
